"","Site","Overal_Indep","Dep","Spec_Indep","Estimate","STDError","Pr(>|z|)"
"130","Sprague","Dist_Slope","PercDead","Dist","-0.0453368722291365","0.0462473042962989","0.326931227607695"
"131","Sprague","Dist_Slope","PercDead","Slope","0.000576450910330476","0.0460440253712207","0.990011097795275"
"132","Sprague","Dist_Aspect","PercDead","Dist","-0.0455647800568028","0.0495143261313485","0.357450346227732"
"133","Sprague","Dist_Aspect","PercDead","Aspect","0.000842187757122658","0.0495026628606054","0.986426261632092"
"134","Sprague","Dist_ElevDist","PercDead","Dist","-0.0452487050573334","0.0489349285575001","0.355137114057813"
"135","Sprague","Dist_ElevDist","PercDead","ElevDist","-4.65967357855688e-05","0.0488764356775398","0.999239330570656"
"136","Sprague","Dist_eFFP","PercDead","Dist","-0.0493274284068484","0.0521891745169193","0.344574182590163"
"137","Sprague","Dist_eFFP","PercDead","eFFP","-0.00839834139551209","0.0524030643775991","0.872672865297481"
"138","Sprague","Dist_MSP","PercDead","Dist","-0.0541461385095964","0.0469877396353665","0.249178880426889"
"139","Sprague","Dist_MSP","PercDead","MSP","-0.0353530820869637","0.0469278172964605","0.451239480358664"
"140","Sprague","Dist_DD.5.sp","PercDead","Dist","-0.0457472660791026","0.0454756188307713","0.314428332129458"
"141","Sprague","Dist_DD.5.sp","PercDead","DD.5.sp","-0.0147307622544004","0.0453656129851124","0.745398996141963"
"142","Sprague","Slope","PercDead","Slope","-4.48765239177318e-05","0.000262590296232904","0.864302868915115"
"143","Sprague","Aspect","PercDead","Aspect","-0.00274350793069099","0.00726592610702288","0.705738580038977"
"144","Sprague","Aspect_MSP","PercDead","Aspect","-0.058618427911396","0.0614975569308963","0.340497340896088"
"145","Sprague","Aspect_MSP","PercDead","MSP","-0.0614588051015852","0.0616915596693848","0.319139802996105"
"146","Sprague","ElevDist","PercDead","ElevDist","5.58609600522506e-05","0.000152301470633984","0.713783976266437"
"147","Sprague","eFFP","PercDead","eFFP","3.04242287574886e-05","8.77817752328322e-05","0.728899845126383"
"148","Sprague","eFFP_MSP","PercDead","eFFP","0.0564747789453452","0.0619449892585609","0.361930640184596"
"149","Sprague","eFFP_MSP","PercDead","MSP","-0.0599480422754825","0.0618435515711703","0.332370626022604"
"150","Sprague","MSP","PercDead","MSP","-0.00025127674071864","0.000526358568935071","0.63308656611771"
"151","Sprague","DD.5.sp","PercDead","DD.5.sp","-2.40324967165296e-05","8.33071488931783e-05","0.772978874703997"
